"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Alzheimer's disease and other dementias","0.2","0.18274","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Other respiratory diseases","184.9","184.86681","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Urolithiasis","3.1","3.14564","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Rabies","0.7","0.72008","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Diabetes mellitus","35.4","35.43903","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Collective violence and legal intervention","7.8","7.84959","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Congenital anomalies","7.5","7.50601","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Oesophagus cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Down's syndrome","0.1","0.14558","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Whooping cough","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Pancreas cancer","0.8","0.79015","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Asthma","112.0","112.03380","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Melanoma and other skin cancers","4.1","4.07103","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Leishmaniasis","0.4","0.42698","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Leishmaniasis","1.7","1.70438","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Iodine deficiency","0.2","0.16757","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Down's syndrome","0.2","0.21344","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Other neoplasms","0.4","0.37057","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Iodine deficiency","0.1","0.08428","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Whooping cough","0.1","0.07202","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Edentulism","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Other STDs","0.1","0.09736","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Neural tube defects","0.1","0.06823","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Bladder cancer","9.1","9.09485","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Other circulatory diseases","168.8","168.78600","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Falls","2.4","2.41602","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Trachea, bronchus, lung cancers","0.1","0.09817","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Corpus uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Schistosomiasis","7.7","7.73899","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Trypanosomiasis","5.3","5.29798","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Ascariasis","0.2","0.17003","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Other circulatory diseases","4.4","4.38744","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Injuries","131.5","131.47749","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Tuberculosis","361.0","360.97391","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Other digestive diseases","191.5","191.50549","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Alzheimer's disease and other dementias","2.4","2.39564","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Kidney diseases","26.7","26.69707","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Noncommunicable diseases","47.3","47.25481","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Cirrhosis of the liver","1.7","1.69445","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Other unintentional injuries","17.8","17.80706","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Cardiomyopathy, myocarditis, endocarditis","5.3","5.27656","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Neurological conditions","47.8","47.78042","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Exposure to forces of nature","0.5","0.54858","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Pancreas cancer","0.9","0.88681","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Other malignant neoplasms","83.6","83.64347","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Drug use disorders","1.6","1.60410","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Multiple sclerosis","0.2","0.24760","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Acute hepatitis B","2.0","1.99692","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Appendicitis","1.4","1.41444","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Encephalitis","3.4","3.35390","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Corpus uteri cancer","0.4","0.41372","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Dengue","0.7","0.73995","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Chlamydia","0.2","0.15236","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Cirrhosis of the liver","167.0","166.95480","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Cardiovascular diseases","281.3","281.27701","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Parasitic and vector diseases","41.0","41.04782","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Meningitis","18.0","18.01985","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Otitis media","0.2","0.16370","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Bladder cancer","0.3","0.28832","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Cirrhosis of the liver","31.4","31.42318","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Infectious and parasitic diseases","155.9","155.86630","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Encephalitis","2.4","2.44698","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Alzheimer's disease and other dementias","0.2","0.20678","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Oesophagus cancer","80.0","80.00236","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Alcohol use disorders","2.0","1.98236","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Edentulism","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Poisonings","7.4","7.37856","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Acute hepatitis B","0.7","0.74472","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Rheumatic heart disease","5.6","5.59528","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Other nutritional deficiencies","0.0","0.03228","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Leukaemia","13.6","13.55695","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Parasitic and vector diseases","21.9","21.89319","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Chronic obstructive pulmonary disease","22.0","21.97598","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Colon and rectum cancers","0.6","0.55457","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Asthma","1.5","1.53609","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Cirrhosis of the liver","29.2","29.17640","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Otitis media","0.0","0.03288","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Iodine deficiency","0.1","0.08437","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Diarrhoeal diseases","30.1","30.05065","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Fire, heat and hot substances","5.8","5.77024","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Peptic ulcer disease","95.6","95.61327","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Other neoplasms","0.4","0.35914","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","HIV/AIDS","28.1","28.13853","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Protein-energy malnutrition","18.4","18.44666","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Appendicitis","3.6","3.56526","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Cardiomyopathy, myocarditis, endocarditis","2.7","2.65542","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Eating disorders","1.0","1.00298","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Acute hepatitis B","15.4","15.38861","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Hypertensive heart disease","150.1","150.06931","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Other unintentional injuries","16.6","16.61414","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Leukaemia","7.7","7.72328","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Appendicitis","0.6","0.63937","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Rabies","1.4","1.44588","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Parkinson's disease","0.1","0.06574","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Osteoarthritis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Sense organ diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Diarrhoeal diseases","76.4","76.42367","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Other mental and behavioural disorders","0.1","0.09775","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Epilepsy","9.6","9.62548","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Nutritional deficiencies","99.6","99.58903","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Nutritional deficiencies","28.8","28.78914","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Acute hepatitis C","1.3","1.31359","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Measles","0.3","0.25186","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Digestive diseases","21.9","21.88413","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Communicable & other Group I","806.9","806.91309","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Malignant neoplasms","395.7","395.69540","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Other respiratory diseases","1.9","1.88720","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Road injury","8.5","8.51622","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Leukaemia","2.2","2.16056","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Skin diseases","4.0","4.04787","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Rabies","2.6","2.62865","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Alcohol use disorders","1.7","1.73462","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Mental and behavioral disorders","3.4","3.42027","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Schizophrenia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Childhood-cluster diseases","1.1","1.14528","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Upper respiratory infections","1.3","1.30977","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Acute hepatitis B","2.6","2.57007","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","All Causes","9015.0","9015.03906","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Diabetes mellitus","113.0","112.97870","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Stomach cancer","2.8","2.84030","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Protein-energy malnutrition","38.6","38.58183","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Melanoma and other skin cancers","10.3","10.32479","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Tuberculosis","47.4","47.35757","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","STDs excluding HIV","0.7","0.70311","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Iron-deficiency anaemia","3.5","3.52042","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Asthma","6.3","6.29458","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Urolithiasis","0.1","0.11844","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Epilepsy","7.3","7.34345","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Colon and rectum cancers","3.0","2.95309","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Other respiratory diseases","8.7","8.67657","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","STDs excluding HIV","4.3","4.28707","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Tetanus","0.1","0.10248","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Acute hepatitis C","0.9","0.89774","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Other mental and behavioural disorders","0.6","0.57259","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Kidney diseases","60.3","60.26961","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Schizophrenia","0.7","0.66277","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Other neurological conditions","23.5","23.45411","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Liver cancer","54.6","54.56462","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Falls","5.9","5.91509","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Acute hepatitis B","2.7","2.68903","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Skin diseases","11.3","11.33910","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Tuberculosis","3.7","3.71456","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Lymphomas, multiple myeloma","6.9","6.92583","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Other circulatory diseases","16.9","16.88239","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Diabetes mellitus","15.0","15.04347","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","All Causes","1327.3","1327.29602","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Mental and behavioral disorders","8.1","8.07134","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Upper respiratory infections","0.1","0.09725","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Digestive diseases","37.1","37.11747","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Dengue","0.2","0.24419","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Ascariasis","0.1","0.07018","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Multiple sclerosis","0.1","0.11940","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Other malignant neoplasms","11.4","11.41781","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Digestive diseases","237.1","237.12450","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Communicable & other Group I","1036.3","1036.30200","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Meningitis","19.1","19.07248","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Other nutritional deficiencies","0.1","0.05734","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Other congenital anomalies","6.8","6.80740","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Upper respiratory infections","0.1","0.13514","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Schistosomiasis","2.3","2.28591","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Other genitourinary diseases","1.2","1.17847","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Iron-deficiency anaemia","2.1","2.13344","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Syphilis","0.5","0.51241","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Lower respiratory infections","85.9","85.88171","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Eating disorders","0.1","0.11254","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Interpersonal violence","5.1","5.08526","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Liver cancer","0.4","0.40447","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Appendicitis","1.0","0.98979","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Intestinal nematode infections","0.0","0.01974","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","All Causes","1333.2","1333.22400","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Trypanosomiasis","2.1","2.10712","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","HIV/AIDS","62.6","62.62368","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Rheumatic heart disease","0.9","0.92396","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Other unintentional injuries","26.7","26.65626","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Hypertensive heart disease","14.7","14.73602","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Other neurological conditions","96.4","96.43716","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Rheumatoid arthritis","1.7","1.69098","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Osteoarthritis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Kidney diseases","3.0","3.03020","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Other mental and behavioural disorders","0.3","0.25012","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Colon and rectum cancers","39.3","39.27305","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Gonorrhoea","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Diarrhoeal diseases","74.6","74.57790","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Cirrhosis of the liver","124.0","124.04170","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Iodine deficiency","0.1","0.12499","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Endocrine, blood, immune disorders","4.8","4.77106","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Falls","6.9","6.92441","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Noncommunicable diseases","192.3","192.34129","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Leukaemia","1.9","1.92128","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Epilepsy","11.7","11.65488","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Edentulism","0.0","0.00000","","",""
