"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Other malignant neoplasms","2.1","2.05674","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Other neurological conditions","9.1","9.10417","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Drug use disorders","1.1","1.13989","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Rheumatic heart disease","66.2","66.22561","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Mental and behavioral disorders","2.1","2.14510","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Other infectious diseases","29.2","29.15820","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Neural tube defects","2.3","2.28246","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Other neoplasms","0.5","0.53251","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Otitis media","0.0","0.02549","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Alcohol use disorders","0.6","0.56128","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Self-harm","22.8","22.78279","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Infectious and parasitic diseases","47.6","47.64624","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Bladder cancer","3.3","3.34137","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Dengue","0.4","0.35005","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Noncommunicable diseases","427.9","427.87830","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Cardiovascular diseases","94.1","94.05752","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Peptic ulcer disease","28.7","28.71646","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Other unintentional injuries","23.9","23.93749","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Digestive diseases","6.1","6.11593","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Rheumatic heart disease","18.9","18.85756","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Leprosy","0.0","0.02211","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Oesophagus cancer","2.3","2.32496","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Other chromosomal anomalies","0.1","0.06401","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Chlamydia","0.0","0.04725","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Corpus uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Acute hepatitis B","12.4","12.35029","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Multiple sclerosis","0.0","0.04319","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Musculoskeletal diseases","34.3","34.34706","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Other congenital anomalies","4.2","4.16056","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Lymphomas, multiple myeloma","3.1","3.06510","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Cervix uteri cancer","36.1","36.09905","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Noncommunicable diseases","179.5","179.51019","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Mental and behavioral disorders","1.5","1.51837","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Drowning","3.1","3.09361","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Meningitis","2.6","2.60302","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Genitourinary diseases","105.8","105.75010","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Mouth and oropharynx cancers","17.0","16.97425","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Lower-middle-income","Communicable & other Group I","109.3","109.32540","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Peptic ulcer disease","2.5","2.45916","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Rheumatoid arthritis","1.6","1.61881","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Schistosomiasis","2.6","2.55732","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Cardiomyopathy, myocarditis, endocarditis","5.0","5.04354","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Other genitourinary diseases","1.6","1.59283","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Self-harm","26.1","26.12253","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Other chromosomal anomalies","0.3","0.30010","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Leishmaniasis","1.9","1.86839","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Neural tube defects","0.1","0.07047","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Schistosomiasis","0.7","0.74089","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Other congenital anomalies","3.2","3.22362","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Lower respiratory infections","19.4","19.41543","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Other infectious diseases","5.3","5.25183","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Kidney diseases","10.7","10.67086","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Infectious and parasitic diseases","1116.9","1116.93994","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Bladder cancer","0.5","0.46641","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Chronic obstructive pulmonary disease","96.1","96.06001","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Ascariasis","0.1","0.06601","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Lower-middle-income","Other unintentional injuries","10.7","10.70127","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Drug use disorders","0.5","0.48554","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Oral conditions","0.0","0.02353","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Hypertensive heart disease","3.8","3.75828","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Osteoarthritis","0.0","0.00324","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Acute hepatitis C","0.3","0.34879","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Dengue","4.9","4.91005","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Chagas disease","0.0","0.02594","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Drug use disorders","0.3","0.30314","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Falls","13.4","13.41830","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Gonorrhoea","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Rheumatoid arthritis","5.5","5.51926","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Tuberculosis","38.0","38.03741","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Intestinal nematode infections","0.6","0.60746","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Parkinson's disease","0.1","0.07311","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Musculoskeletal diseases","14.5","14.51018","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Exposure to forces of nature","0.2","0.18482","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Intentional injuries","48.1","48.12418","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Parkinson's disease","7.9","7.85478","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Childhood-cluster diseases","2.2","2.24095","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Ovary cancer","18.7","18.71592","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Neonatal conditions","57.5","57.50223","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Iodine deficiency","0.3","0.32518","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Stroke","318.3","318.25400","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Communicable & other Group I","172.3","172.29390","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Colon and rectum cancers","4.0","4.01472","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Iodine deficiency","0.0","0.01271","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Chagas disease","0.0","0.00159","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Other neoplasms","0.3","0.25243","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Other congenital anomalies","0.3","0.32611","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Noncommunicable diseases","743.1","743.07440","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Fire, heat and hot substances","4.5","4.51306","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Appendicitis","1.9","1.91130","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Leukaemia","4.0","4.00311","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Diabetes mellitus","0.5","0.49715","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","All Causes","3512.3","3512.26196","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Tetanus","0.2","0.17384","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","other sense organ disorders","0.0","0.00334","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Collective violence and legal intervention","0.4","0.35073","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Corpus uteri cancer","0.6","0.56204","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Down's syndrome","0.1","0.06186","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Urolithiasis","0.6","0.58842","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Dental caries","0.0","0.00057","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Diphtheria","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Other respiratory diseases","72.2","72.19952","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Neurological conditions","4.9","4.93601","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","STDs excluding HIV","0.1","0.11939","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Tetanus","1.9","1.89267","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Leishmaniasis","1.2","1.24590","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Infectious and parasitic diseases","223.3","223.33051","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Melanoma and other skin cancers","0.3","0.31006","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Falls","13.9","13.90555","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Protein-energy malnutrition","2.3","2.28462","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Falls","2.4","2.41493","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Other nutritional deficiencies","1.3","1.25557","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Congenital heart anomalies","0.7","0.66045","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Trachea, bronchus, lung cancers","8.4","8.40601","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Gynecological diseases","0.4","0.38355","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Asthma","0.6","0.56433","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Trypanosomiasis","0.2","0.22117","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Appendicitis","0.6","0.64172","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Diphtheria","0.0","0.02268","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Other musculoskeletal disorders","21.6","21.57309","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Tuberculosis","136.8","136.80360","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Gonorrhoea","0.0","0.00607","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Unintentional injuries","29.7","29.68815","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","HIV/AIDS","57.9","57.94769","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Diabetes mellitus","39.4","39.40707","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Idiopathic intellectual disability","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Edentulism","0.0","0.03719","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Stomach cancer","17.1","17.12185","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Acute hepatitis B","2.5","2.50109","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","All Causes","792.6","792.62048","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Kidney diseases","36.4","36.39197","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Other chromosomal anomalies","0.0","0.03278","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Melanoma and other skin cancers","0.4","0.35831","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Respiratory infections","8.9","8.85396","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Respiratory diseases","1462.2","1462.18994","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Rheumatic heart disease","35.6","35.60431","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Corpus uteri cancer","0.5","0.46315","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Alzheimer's disease and other dementias","0.1","0.13994","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Trachea, bronchus, lung cancers","9.9","9.93165","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Endocrine, blood, immune disorders","3.8","3.76589","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Urolithiasis","0.3","0.28836","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Corpus uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Endocrine, blood, immune disorders","5.1","5.06864","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Lymphomas, multiple myeloma","18.0","18.00026","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Appendicitis","0.7","0.73598","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Falls","11.0","11.00891","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Breast cancer","1.2","1.18787","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Leprosy","0.1","0.12269","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Urolithiasis","0.1","0.12338","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Meningitis","6.9","6.91712","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Preterm birth complications","25.9","25.87626","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Endocrine, blood, immune disorders","5.8","5.84331","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Tetanus","0.3","0.33011","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Other congenital anomalies","0.4","0.36735","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Upper respiratory infections","0.1","0.05593","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Chronic obstructive pulmonary disease","48.6","48.58197","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Alcohol use disorders","4.1","4.05625","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Other respiratory diseases","4.5","4.45797","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Rabies","0.3","0.25549","","",""
